Datetime,KWH_ENERGIA
2024-09-01 00:00:00,-0.1117346928309245
2024-09-01 01:00:00,-0.10383418870599696
2024-09-01 02:00:00,-0.10032813767262254
2024-09-01 03:00:00,-0.16662692343860094
2024-09-01 04:00:00,-0.16662692343860094
2024-09-01 05:00:00,-0.06929120492844436
2024-09-01 06:00:00,-0.03074184161602034
2024-09-01 07:00:00,-0.06928488683691329
2024-09-01 08:00:00,0.90365027551959
2024-09-01 09:00:00,2.1530823229634
2024-09-01 10:00:00,16.938965415325963
2024-09-01 11:00:00,20.66960803825873
2024-09-01 12:00:00,22.47505675593046
2024-09-01 13:00:00,28.81366573399152
2024-09-01 14:00:00,55.06179441206668
2024-09-01 15:00:00,11.110830559774199
2024-09-01 16:00:00,11.246432283706898
2024-09-01 17:00:00,24.785258176962348
2024-09-01 18:00:00,21.765160918373322
2024-09-01 19:00:00,16.04262388472161
2024-09-01 20:00:00,14.802433798456816
2024-09-01 21:00:00,1.072204570040174
2024-09-01 22:00:00,-0.42468346642200727
2024-09-01 23:00:00,-0.5029390405550768
2024-09-02 00:00:00,0.20351838897541288
2024-09-02 01:00:00,0.19182503170627752
2024-09-02 02:00:00,0.1549597302346455
2024-09-02 03:00:00,0.03445021973196887
2024-09-02 04:00:00,0.2187447903406282
2024-09-02 05:00:00,-0.05313604807337067
2024-09-02 06:00:00,0.17816967438015144
2024-09-02 07:00:00,0.17168529125160897
2024-09-02 08:00:00,1.2782607374162682
2024-09-02 09:00:00,9.116135789351171
2024-09-02 10:00:00,36.41253085545119
2024-09-02 11:00:00,73.34929362251042
2024-09-02 12:00:00,104.37943547542898
2024-09-02 13:00:00,98.91147789022195
2024-09-02 14:00:00,121.0914912365563
2024-09-02 15:00:00,124.40845096753849
2024-09-02 16:00:00,113.80222625804812
2024-09-02 17:00:00,116.1063769989238
2024-09-02 18:00:00,91.3639889066828
2024-09-02 19:00:00,55.22528173650582
2024-09-02 20:00:00,22.151300400334392
2024-09-02 21:00:00,2.0767258764862406
2024-09-02 22:00:00,0.417802866461627
2024-09-02 23:00:00,0.4015926335337039
2024-09-03 00:00:00,0.08999404009241285
2024-09-03 01:00:00,0.08327180096758133
2024-09-03 02:00:00,0.07716206581538695
2024-09-03 03:00:00,-0.014451801916573906
2024-09-03 04:00:00,-0.006251340361637641
2024-09-03 05:00:00,-0.0020614016592849895
2024-09-03 06:00:00,-0.03316651225440937
2024-09-03 07:00:00,-0.004431960264876183
2024-09-03 08:00:00,0.9595018217843526
2024-09-03 09:00:00,7.6476053648991105
2024-09-03 10:00:00,37.53785246886867
2024-09-03 11:00:00,71.00799443674548
2024-09-03 12:00:00,98.31944542024948
2024-09-03 13:00:00,116.34967615051292
2024-09-03 14:00:00,123.47971913088902
2024-09-03 15:00:00,114.56864881645566
2024-09-03 16:00:00,99.73384975002476
2024-09-03 17:00:00,86.0066840957775
2024-09-03 18:00:00,71.91833327945781
2024-09-03 19:00:00,38.147810690306414
2024-09-03 20:00:00,18.24878091425332
2024-09-03 21:00:00,2.211631351689897
2024-09-03 22:00:00,0.20163579739875825
2024-09-03 23:00:00,0.21348130373105154
2024-09-04 00:00:00,0.20555224983880027
2024-09-04 01:00:00,0.04245880855585978
2024-09-04 02:00:00,-0.10735041183071065
2024-09-04 03:00:00,-0.017245135259220324
2024-09-04 04:00:00,-0.011945288207106719
2024-09-04 05:00:00,0.009133354377689772
2024-09-04 06:00:00,0.009133354377689772
2024-09-04 07:00:00,0.006762795772098577
2024-09-04 08:00:00,0.9764084704253723
2024-09-04 09:00:00,7.76468306524234
2024-09-04 10:00:00,29.76486301802865
2024-09-04 11:00:00,65.0851487715711
2024-09-04 12:00:00,70.19715544476533
2024-09-04 13:00:00,88.17629428193712
2024-09-04 14:00:00,87.98687576473516
2024-09-04 15:00:00,67.97494081875097
2024-09-04 16:00:00,112.0427932005246
2024-09-04 17:00:00,104.5355068020546
2024-09-04 18:00:00,72.29045925414583
2024-09-04 19:00:00,39.51180468697503
2024-09-04 20:00:00,17.42480327359722
2024-09-04 21:00:00,1.7744600233336787
2024-09-04 22:00:00,-0.05554986290983715
2024-09-04 23:00:00,-0.008848593705059641
2024-09-05 00:00:00,-0.023129430912810993
2024-09-05 01:00:00,0.0005888226099975283
2024-09-05 02:00:00,0.007200364458310823
2024-09-05 03:00:00,-0.0338579695067343
2024-09-05 04:00:00,-0.07515689937840189
2024-09-05 05:00:00,-0.08795020050903593
2024-09-05 06:00:00,-0.02403380741208843
2024-09-05 07:00:00,0.019406354890684076
2024-09-05 08:00:00,1.085359060240369
2024-09-05 09:00:00,5.2755672071295034
2024-09-05 10:00:00,32.55328126898074
2024-09-05 11:00:00,64.36720278889659
2024-09-05 12:00:00,101.26396945816992
2024-09-05 13:00:00,114.18479069372745
2024-09-05 14:00:00,113.70964392327068
2024-09-05 15:00:00,109.3325386863854
2024-09-05 16:00:00,99.66012885010521
2024-09-05 17:00:00,88.50210576975157
2024-09-05 18:00:00,62.85621187732557
2024-09-05 19:00:00,32.651301022582324
2024-09-05 20:00:00,14.800708577218574
2024-09-05 21:00:00,0.17788151712003428
2024-09-05 22:00:00,-0.316712243063909
2024-09-05 23:00:00,-0.316712243063909
2024-09-06 00:00:00,0.0011573709302854986
2024-09-06 01:00:00,0.02556903205007654
2024-09-06 02:00:00,-0.04321669869310931
2024-09-06 03:00:00,0.05138648577132283
2024-09-06 04:00:00,0.04603274518777919
2024-09-06 05:00:00,0.05138648577132283
2024-09-06 06:00:00,0.0322194409726824
2024-09-06 07:00:00,0.08119195286183785
2024-09-06 08:00:00,1.020973801455069
2024-09-06 09:00:00,7.980623142682984
2024-09-06 10:00:00,35.660142692037006
2024-09-06 11:00:00,75.7406647073563
2024-09-06 12:00:00,107.05488568191957
2024-09-06 13:00:00,126.81155606708191
2024-09-06 14:00:00,118.5945652965003
2024-09-06 15:00:00,127.8604461513909
2024-09-06 16:00:00,116.91194104222919
2024-09-06 17:00:00,102.11699199896759
2024-09-06 18:00:00,69.99927142610491
2024-09-06 19:00:00,35.60457156290688
2024-09-06 20:00:00,18.860648676031445
2024-09-06 21:00:00,1.3884796129182622
2024-09-06 22:00:00,-0.23403538179871106
