Datetime,KWH_ENERGIA
2024-09-01 00:00:00,0.00015047607
2024-09-01 01:00:00,0.00015047607
2024-09-01 02:00:00,0.00015047607
2024-09-01 03:00:00,0.00015047607
2024-09-01 04:00:00,0.00015047607
2024-09-01 05:00:00,0.00015047607
2024-09-01 06:00:00,0.00015047607
2024-09-01 07:00:00,0.00015047607
2024-09-01 08:00:00,0.13322003
2024-09-01 09:00:00,7.2611876
2024-09-01 10:00:00,12.290742
2024-09-01 11:00:00,18.469402
2024-09-01 12:00:00,19.986116
2024-09-01 13:00:00,20.00884
2024-09-01 14:00:00,17.611319
2024-09-01 15:00:00,24.523869
2024-09-01 16:00:00,19.668066
2024-09-01 17:00:00,22.032267
2024-09-01 18:00:00,19.010347
2024-09-01 19:00:00,20.920584
2024-09-01 20:00:00,20.425856
2024-09-01 21:00:00,0.18619174
2024-09-01 22:00:00,0.00015047607
2024-09-01 23:00:00,0.00015047607
2024-09-02 00:00:00,0.00015047607
2024-09-02 01:00:00,0.00015047607
2024-09-02 02:00:00,0.00015047607
2024-09-02 03:00:00,0.00015047607
2024-09-02 04:00:00,0.00015047607
2024-09-02 05:00:00,0.00015047607
2024-09-02 06:00:00,0.00015047607
2024-09-02 07:00:00,0.00015047607
2024-09-02 08:00:00,0.29068986
2024-09-02 09:00:00,6.400354
2024-09-02 10:00:00,36.423206
2024-09-02 11:00:00,68.98703
2024-09-02 12:00:00,100.34682
2024-09-02 13:00:00,110.89249
2024-09-02 14:00:00,120.64789
2024-09-02 15:00:00,116.35608
2024-09-02 16:00:00,109.32761
2024-09-02 17:00:00,98.86148
2024-09-02 18:00:00,86.85711
2024-09-02 19:00:00,55.773533
2024-09-02 20:00:00,25.615335
2024-09-02 21:00:00,0.026813738
2024-09-02 22:00:00,0.00015047607
2024-09-02 23:00:00,0.00015047607
2024-09-03 00:00:00,0.00015047607
2024-09-03 01:00:00,0.00015047607
2024-09-03 02:00:00,0.00015047607
2024-09-03 03:00:00,0.00015047607
2024-09-03 04:00:00,0.00015047607
2024-09-03 05:00:00,0.00015047607
2024-09-03 06:00:00,0.00015047607
2024-09-03 07:00:00,0.00015047607
2024-09-03 08:00:00,0.039103463
2024-09-03 09:00:00,5.6584854
2024-09-03 10:00:00,32.843494
2024-09-03 11:00:00,71.22175
2024-09-03 12:00:00,105.33441
2024-09-03 13:00:00,115.98027
2024-09-03 14:00:00,126.18406
2024-09-03 15:00:00,114.726814
2024-09-03 16:00:00,101.053154
2024-09-03 17:00:00,92.06386
2024-09-03 18:00:00,72.303375
2024-09-03 19:00:00,38.364697
2024-09-03 20:00:00,23.20005
2024-09-03 21:00:00,1.462973
2024-09-03 22:00:00,0.00015047607
2024-09-03 23:00:00,0.00015047607
2024-09-04 00:00:00,0.00015047607
2024-09-04 01:00:00,0.00015047607
2024-09-04 02:00:00,0.00015047607
2024-09-04 03:00:00,0.00015047607
2024-09-04 04:00:00,0.00015047607
2024-09-04 05:00:00,0.00015047607
2024-09-04 06:00:00,0.00015047607
2024-09-04 07:00:00,0.00015047607
2024-09-04 08:00:00,0.039053362
2024-09-04 09:00:00,5.7072906
2024-09-04 10:00:00,32.675255
2024-09-04 11:00:00,69.77736
2024-09-04 12:00:00,99.331604
2024-09-04 13:00:00,111.18381
2024-09-04 14:00:00,113.35149
