Datetime,KWH_ENERGIA
2024-09-01 00:00:00,2.914823270409201
2024-09-01 01:00:00,0.2090815337143751
2024-09-01 02:00:00,-0.500380608814109
2024-09-01 03:00:00,-0.4285136831799519
2024-09-01 04:00:00,-0.12430277199425988
2024-09-01 05:00:00,-0.09390953481638954
2024-09-01 06:00:00,-0.10486281130445274
2024-09-01 07:00:00,-0.09252034380499422
2024-09-01 08:00:00,-0.06924060070272768
2024-09-01 09:00:00,3.3908662395452818
2024-09-01 10:00:00,2.3553992384876623
2024-09-01 11:00:00,-4.416947959334398
2024-09-01 12:00:00,19.26295555051787
2024-09-01 13:00:00,36.56522513268766
2024-09-01 14:00:00,66.00911521737645
2024-09-01 15:00:00,33.744675495228705
2024-09-01 16:00:00,63.98277243338204
2024-09-01 17:00:00,27.932122455372816
2024-09-01 18:00:00,23.82433337696283
2024-09-01 19:00:00,21.3147800657051
2024-09-01 20:00:00,15.912315968538497
2024-09-01 21:00:00,-0.6144981086075822
2024-09-01 22:00:00,-0.1973036180263027
2024-09-01 23:00:00,-0.16771958568362694
2024-09-02 00:00:00,-0.19318870925755222
2024-09-02 01:00:00,-0.26290225331554107
2024-09-02 02:00:00,-0.31912813698598474
2024-09-02 03:00:00,-0.3061993989343963
2024-09-02 04:00:00,-0.31157037382565356
2024-09-02 05:00:00,-0.3061993989343963
2024-09-02 06:00:00,-0.24068060720067425
2024-09-02 07:00:00,-0.0777067839743583
2024-09-02 08:00:00,-0.11767338073186917
2024-09-02 09:00:00,3.636952526558034
2024-09-02 10:00:00,27.130733631951436
2024-09-02 11:00:00,59.79962151234908
2024-09-02 12:00:00,94.97411388882198
2024-09-02 13:00:00,100.36603913112434
2024-09-02 14:00:00,102.53486052111924
2024-09-02 15:00:00,124.06381333578146
2024-09-02 16:00:00,113.383013730757
2024-09-02 17:00:00,93.84789630615876
2024-09-02 18:00:00,81.24338887406807
2024-09-02 19:00:00,55.702975811618444
2024-09-02 20:00:00,23.647170792231076
2024-09-02 21:00:00,2.025580457160454
2024-09-02 22:00:00,-0.12684635688721224
2024-09-02 23:00:00,-0.22985333174396821
2024-09-03 00:00:00,0.011477192075977416
2024-09-03 01:00:00,-0.08219287221853572
2024-09-03 02:00:00,-0.3104677737967726
2024-09-03 03:00:00,-0.14318284862588843
2024-09-03 04:00:00,-0.16813183451927338
2024-09-03 05:00:00,-0.14925416664221958
2024-09-03 06:00:00,-0.1111786150893184
2024-09-03 07:00:00,-0.14369740259124753
2024-09-03 08:00:00,-0.06151883096109981
2024-09-03 09:00:00,1.0387896047624665
2024-09-03 10:00:00,20.407684803804955
2024-09-03 11:00:00,44.01376132690095
2024-09-03 12:00:00,97.3582394212633
2024-09-03 13:00:00,114.22031956781723
2024-09-03 14:00:00,96.64288580549251
2024-09-03 15:00:00,124.68684469075063
2024-09-03 16:00:00,100.66117928279452
2024-09-03 17:00:00,93.07237823860086
2024-09-03 18:00:00,71.9840210423923
2024-09-03 19:00:00,20.299207876500443
2024-09-03 20:00:00,7.426848460971077
2024-09-03 21:00:00,2.1726127248032836
2024-09-03 22:00:00,-0.17792836328160436
2024-09-03 23:00:00,-0.2127584782071516
2024-09-04 00:00:00,-0.27078187502575946
2024-09-04 01:00:00,0.039703520488884536
2024-09-04 02:00:00,-0.06690694515698715
2024-09-04 03:00:00,-0.10319047212146679
2024-09-04 04:00:00,-0.19225421287175729
2024-09-04 05:00:00,-0.10319047212146679
2024-09-04 06:00:00,-0.10319047212146679
2024-09-04 07:00:00,-0.033645062398103456
2024-09-04 08:00:00,-0.10602610676995586
2024-09-04 09:00:00,-0.6181709228456214
2024-09-04 10:00:00,-0.17992860960060644
2024-09-04 11:00:00,50.61920636222732
2024-09-04 12:00:00,9.600016973460447
2024-09-04 13:00:00,72.28187445564214
2024-09-04 14:00:00,115.84289680400819
2024-09-04 15:00:00,68.42092324358572
2024-09-04 16:00:00,106.1650705879308
2024-09-04 17:00:00,109.45122114877601
2024-09-04 18:00:00,84.6225027780693
2024-09-04 19:00:00,45.581458894227026
2024-09-04 20:00:00,13.962098444713591
2024-09-04 21:00:00,2.560653268406452
2024-09-04 22:00:00,-0.3140995409473097
2024-09-04 23:00:00,-0.2375382262723837
2024-09-05 00:00:00,-0.2599347477211249
2024-09-05 01:00:00,-0.14640745728651527
2024-09-05 02:00:00,-0.06581752845932329
2024-09-05 03:00:00,-0.19763872449317355
2024-09-05 04:00:00,-0.21527795459225715
2024-09-05 05:00:00,-0.21813306550693282
2024-09-05 06:00:00,-0.20194002108477646
2024-09-05 07:00:00,-0.21371761645021073
2024-09-05 08:00:00,-0.3403459813554804
2024-09-05 09:00:00,4.443572326608222
2024-09-05 10:00:00,38.12399238131479
2024-09-05 11:00:00,66.34517624805481
2024-09-05 12:00:00,100.61947118676095
2024-09-05 13:00:00,100.99282468563044
2024-09-05 14:00:00,109.46108064523895
2024-09-05 15:00:00,87.73380384818972
2024-09-05 16:00:00,29.746640211588097
2024-09-05 17:00:00,39.153195900198725
2024-09-05 18:00:00,43.98550675514031
